Age	Wellformat	Group	Treatment	Gate	Replicate	Name
yr1.5	96-well	PDC	Control	Evi1-GFPpos	Rep3	Control_18mo_125A
yr1.5	96-well	PDC	Control	Evi1-GFPpos	Rep3	Control_18mo_125B
yr1.5	96-well	PDC	Control	Evi1-GFPpos	Rep3	Control_18mo_126A
yr1.5	96-well	PDC	Control	Evi1-GFPpos	Rep3	Control_18mo_126B
yr1.5	96-well	PDC	Control	Evi1-GFPpos	Rep3	Control_18mo_127A
yr1.5	96-well	PDC	Control	Evi1-GFPpos	Rep3	Control_18mo_127B
yr1.5	96-well	PDC	Control	Evi1-GFPpos	Rep3	Control_18mo_128A
yr1.5	96-well	PDC	Control	Evi1-GFPpos	Rep3	Control_18mo_128B
yr1.5	96-well	PDC	Control	Evi1-GFPpos	Rep3	Control_18mo_129A
yr1.5	96-well	PDC	Control	Evi1-GFPpos	Rep3	Control_18mo_129B
yr1.5	96-well	PDC	Control	Evi1-GFPpos	Rep3	Control_18mo_130A
yr1.5	96-well	PDC	Control	Evi1-GFPpos	Rep3	Control_18mo_130B
yr1.5	96-well	PDC	Control	Evi1-GFPpos	Rep3	Control_18mo_131A
yr1.5	96-well	PDC	Control	Evi1-GFPpos	Rep3	Control_18mo_131B
yr1.5	96-well	PDC	Control	Evi1-GFPpos	Rep3	Control_18mo_132A
yr1.5	96-well	PDC	Control	Evi1-GFPpos	Rep3	Control_18mo_132B
yr1.5	96-well	PDC	Control	Evi1-GFPpos	Rep3	Control_18mo_133A
yr1.5	96-well	PDC	Control	Evi1-GFPpos	Rep3	Control_18mo_133B
yr1.5	96-well	PDC	Control	Evi1-GFPpos	Rep3	Control_18mo_134A
yr1.5	96-well	PDC	Control	Evi1-GFPpos	Rep3	Control_18mo_134B
yr1.5	96-well	PDC	Control	Evi1-GFPpos	Rep3	Control_18mo_135A
yr1.5	96-well	PDC	Control	Evi1-GFPpos	Rep3	Control_18mo_135B
yr1.5	96-well	PDC	Control	Evi1-GFPpos	Rep3	Control_18mo_136A
yr1.5	96-well	PDC	Control	Evi1-GFPpos	Rep3	Control_18mo_136B
yr1.5	96-well	PDC	Control	Evi1-GFPpos	Rep3	Control_18mo_137A
yr1.5	96-well	PDC	Control	Evi1-GFPpos	Rep3	Control_18mo_137B
yr1.5	96-well	PDC	Control	Evi1-GFPpos	Rep3	Control_18mo_138A
yr1.5	96-well	PDC	Control	Evi1-GFPpos	Rep3	Control_18mo_138B
yr1.5	96-well	PDC	Control	Evi1-GFPpos	Rep3	Control_18mo_139A
yr1.5	96-well	PDC	Control	Evi1-GFPpos	Rep3	Control_18mo_139B
yr1.5	96-well	PDC	Control	Evi1-GFPpos	Rep3	Control_18mo_140A
yr1.5	96-well	PDC	Control	Evi1-GFPpos	Rep3	Control_18mo_140B
yr1.5	96-well	PDC	Control	Evi1-GFPpos	Rep3	Control_18mo_141A
yr1.5	96-well	PDC	Control	Evi1-GFPpos	Rep3	Control_18mo_141B
yr1.5	96-well	PDC	Control	Evi1-GFPpos	Rep3	Control_18mo_142A
yr1.5	96-well	PDC	Control	Evi1-GFPpos	Rep3	Control_18mo_142B
yr1.5	96-well	PDC	Control	Evi1-GFPpos	Rep3	Control_18mo_143A
yr1.5	96-well	PDC	Control	Evi1-GFPpos	Rep3	Control_18mo_143B
yr1.5	96-well	PDC	Control	Evi1-GFPpos	Rep3	Control_18mo_144A
yr1.5	96-well	PDC	Control	Evi1-GFPpos	Rep3	Control_18mo_144B
yr1.5	96-well	PDC	Control	Evi1-GFPpos	Rep3	Control_18mo_97A
yr1.5	96-well	PDC	Control	Evi1-GFPpos	Rep3	Control_18mo_97B
yr1.5	96-well	PDC	Control	Evi1-GFPpos	Rep3	Control_18mo_98A
yr1.5	96-well	PDC	Control	Evi1-GFPpos	Rep3	Control_18mo_98B
yr1.5	96-well	PDC	Control	Evi1-GFPpos	Rep3	Control_18mo_99A
yr1.5	96-well	PDC	Control	Evi1-GFPpos	Rep3	Control_18mo_99B
yr1.5	96-well	PDC	Angpt1	Evi1-GFPpos	Rep1	Angpt1_18mo_10A
yr1.5	96-well	PDC	Angpt1	Evi1-GFPpos	Rep1	Angpt1_18mo_10B
yr1.5	96-well	PDC	Angpt1	Evi1-GFPpos	Rep1	Angpt1_18mo_11A
yr1.5	96-well	PDC	Angpt1	Evi1-GFPpos	Rep1	Angpt1_18mo_11B
yr1.5	96-well	PDC	Angpt1	Evi1-GFPpos	Rep1	Angpt1_18mo_12A
yr1.5	96-well	PDC	Angpt1	Evi1-GFPpos	Rep1	Angpt1_18mo_12B
yr1.5	96-well	PDC	Angpt1	Evi1-GFPpos	Rep1	Angpt1_18mo_13A
yr1.5	96-well	PDC	Angpt1	Evi1-GFPpos	Rep1	Angpt1_18mo_13B
yr1.5	96-well	PDC	Angpt1	Evi1-GFPpos	Rep1	Angpt1_18mo_14A
yr1.5	96-well	PDC	Angpt1	Evi1-GFPpos	Rep1	Angpt1_18mo_14B
yr1.5	96-well	PDC	Angpt1	Evi1-GFPpos	Rep1	Angpt1_18mo_15A
yr1.5	96-well	PDC	Angpt1	Evi1-GFPpos	Rep1	Angpt1_18mo_15B
yr1.5	96-well	PDC	Angpt1	Evi1-GFPpos	Rep1	Angpt1_18mo_16A
yr1.5	96-well	PDC	Angpt1	Evi1-GFPpos	Rep1	Angpt1_18mo_16B
yr1.5	96-well	PDC	Angpt1	Evi1-GFPpos	Rep1	Angpt1_18mo_17A
yr1.5	96-well	PDC	Angpt1	Evi1-GFPpos	Rep1	Angpt1_18mo_17B
yr1.5	96-well	PDC	Angpt1	Evi1-GFPpos	Rep1	Angpt1_18mo_18A
yr1.5	96-well	PDC	Angpt1	Evi1-GFPpos	Rep1	Angpt1_18mo_18B
yr1.5	96-well	PDC	Angpt1	Evi1-GFPpos	Rep1	Angpt1_18mo_19A
yr1.5	96-well	PDC	Angpt1	Evi1-GFPpos	Rep1	Angpt1_18mo_19B
yr1.5	96-well	PDC	Angpt1	Evi1-GFPpos	Rep1	Angpt1_18mo_1A
yr1.5	96-well	PDC	Angpt1	Evi1-GFPpos	Rep1	Angpt1_18mo_1B
yr1.5	96-well	PDC	Angpt1	Evi1-GFPpos	Rep1	Angpt1_18mo_20A
yr1.5	96-well	PDC	Angpt1	Evi1-GFPpos	Rep1	Angpt1_18mo_20B
yr1.5	96-well	PDC	Angpt1	Evi1-GFPpos	Rep1	Angpt1_18mo_21A
yr1.5	96-well	PDC	Angpt1	Evi1-GFPpos	Rep1	Angpt1_18mo_21B
yr1.5	96-well	PDC	Angpt1	Evi1-GFPpos	Rep1	Angpt1_18mo_22A
yr1.5	96-well	PDC	Angpt1	Evi1-GFPpos	Rep1	Angpt1_18mo_22B
yr1.5	96-well	PDC	Angpt1	Evi1-GFPpos	Rep1	Angpt1_18mo_23A
yr1.5	96-well	PDC	Angpt1	Evi1-GFPpos	Rep1	Angpt1_18mo_23B
yr1.5	96-well	PDC	Angpt1	Evi1-GFPpos	Rep1	Angpt1_18mo_24A
yr1.5	96-well	PDC	Angpt1	Evi1-GFPpos	Rep1	Angpt1_18mo_24B
yr1.5	96-well	PDC	Angpt1	Evi1-GFPpos	Rep1	Angpt1_18mo_25A
yr1.5	96-well	PDC	Angpt1	Evi1-GFPpos	Rep1	Angpt1_18mo_25B
yr1.5	96-well	PDC	Angpt1	Evi1-GFPpos	Rep1	Angpt1_18mo_26A
yr1.5	96-well	PDC	Angpt1	Evi1-GFPpos	Rep1	Angpt1_18mo_26B
yr1.5	96-well	PDC	Angpt1	Evi1-GFPpos	Rep1	Angpt1_18mo_27A
yr1.5	96-well	PDC	Angpt1	Evi1-GFPpos	Rep1	Angpt1_18mo_27B
yr1.5	96-well	PDC	Angpt1	Evi1-GFPpos	Rep1	Angpt1_18mo_28A
yr1.5	96-well	PDC	Angpt1	Evi1-GFPpos	Rep1	Angpt1_18mo_28B
yr1.5	96-well	PDC	Angpt1	Evi1-GFPpos	Rep1	Angpt1_18mo_29A
yr1.5	96-well	PDC	Angpt1	Evi1-GFPpos	Rep1	Angpt1_18mo_29B
yr1.5	96-well	PDC	Angpt1	Evi1-GFPpos	Rep1	Angpt1_18mo_2A
yr1.5	96-well	PDC	Angpt1	Evi1-GFPpos	Rep1	Angpt1_18mo_2B
yr1.5	96-well	PDC	Angpt1	Evi1-GFPpos	Rep1	Angpt1_18mo_30A
yr1.5	96-well	PDC	Angpt1	Evi1-GFPpos	Rep1	Angpt1_18mo_30B
yr1.5	96-well	PDC	Angpt1	Evi1-GFPpos	Rep1	Angpt1_18mo_31A
yr1.5	96-well	PDC	Angpt1	Evi1-GFPpos	Rep1	Angpt1_18mo_31B
yr1.5	96-well	PDC	Angpt1	Evi1-GFPpos	Rep1	Angpt1_18mo_32A
yr1.5	96-well	PDC	Angpt1	Evi1-GFPpos	Rep1	Angpt1_18mo_32B
yr1.5	96-well	PDC	Angpt1	Evi1-GFPpos	Rep1	Angpt1_18mo_33A
yr1.5	96-well	PDC	Angpt1	Evi1-GFPpos	Rep1	Angpt1_18mo_33B
yr1.5	96-well	PDC	Angpt1	Evi1-GFPpos	Rep1	Angpt1_18mo_34A
yr1.5	96-well	PDC	Angpt1	Evi1-GFPpos	Rep1	Angpt1_18mo_34B
yr1.5	96-well	PDC	Angpt1	Evi1-GFPpos	Rep1	Angpt1_18mo_35A
yr1.5	96-well	PDC	Angpt1	Evi1-GFPpos	Rep1	Angpt1_18mo_35B
yr1.5	96-well	PDC	Angpt1	Evi1-GFPpos	Rep1	Angpt1_18mo_36A
yr1.5	96-well	PDC	Angpt1	Evi1-GFPpos	Rep1	Angpt1_18mo_36B
yr1.5	96-well	PDC	Angpt1	Evi1-GFPpos	Rep1	Angpt1_18mo_37A
yr1.5	96-well	PDC	Angpt1	Evi1-GFPpos	Rep1	Angpt1_18mo_37B
yr1.5	96-well	PDC	Angpt1	Evi1-GFPpos	Rep1	Angpt1_18mo_38A
yr1.5	96-well	PDC	Angpt1	Evi1-GFPpos	Rep1	Angpt1_18mo_38B
yr1.5	96-well	PDC	Angpt1	Evi1-GFPpos	Rep1	Angpt1_18mo_39A
yr1.5	96-well	PDC	Angpt1	Evi1-GFPpos	Rep1	Angpt1_18mo_39B
yr1.5	96-well	PDC	Angpt1	Evi1-GFPpos	Rep1	Angpt1_18mo_3A
yr1.5	96-well	PDC	Angpt1	Evi1-GFPpos	Rep1	Angpt1_18mo_3B
yr1.5	96-well	PDC	Angpt1	Evi1-GFPpos	Rep1	Angpt1_18mo_40A
yr1.5	96-well	PDC	Angpt1	Evi1-GFPpos	Rep1	Angpt1_18mo_40B
yr1.5	96-well	PDC	Angpt1	Evi1-GFPpos	Rep1	Angpt1_18mo_41A
yr1.5	96-well	PDC	Angpt1	Evi1-GFPpos	Rep1	Angpt1_18mo_41B
yr1.5	96-well	PDC	Angpt1	Evi1-GFPpos	Rep1	Angpt1_18mo_42A
yr1.5	96-well	PDC	Angpt1	Evi1-GFPpos	Rep1	Angpt1_18mo_42B
yr1.5	96-well	PDC	Angpt1	Evi1-GFPpos	Rep1	Angpt1_18mo_43A
yr1.5	96-well	PDC	Angpt1	Evi1-GFPpos	Rep1	Angpt1_18mo_43B
yr1.5	96-well	PDC	Angpt1	Evi1-GFPpos	Rep1	Angpt1_18mo_44A
yr1.5	96-well	PDC	Angpt1	Evi1-GFPpos	Rep1	Angpt1_18mo_44B
yr1.5	96-well	PDC	Angpt1	Evi1-GFPpos	Rep1	Angpt1_18mo_45A
yr1.5	96-well	PDC	Angpt1	Evi1-GFPpos	Rep1	Angpt1_18mo_45B
yr1.5	96-well	PDC	Angpt1	Evi1-GFPpos	Rep1	Angpt1_18mo_46A
yr1.5	96-well	PDC	Angpt1	Evi1-GFPpos	Rep1	Angpt1_18mo_46B
yr1.5	96-well	PDC	Angpt1	Evi1-GFPpos	Rep1	Angpt1_18mo_47A
yr1.5	96-well	PDC	Angpt1	Evi1-GFPpos	Rep1	Angpt1_18mo_47B
yr1.5	96-well	PDC	Angpt1	Evi1-GFPpos	Rep1	Angpt1_18mo_48A
yr1.5	96-well	PDC	Angpt1	Evi1-GFPpos	Rep1	Angpt1_18mo_48B
yr1.5	96-well	PDC	Angpt1	Evi1-GFPpos	Rep1	Angpt1_18mo_4A
yr1.5	96-well	PDC	Angpt1	Evi1-GFPpos	Rep1	Angpt1_18mo_4B
yr1.5	96-well	PDC	Angpt1	Evi1-GFPpos	Rep1	Angpt1_18mo_5A
yr1.5	96-well	PDC	Angpt1	Evi1-GFPpos	Rep1	Angpt1_18mo_5B
yr1.5	96-well	PDC	Angpt1	Evi1-GFPpos	Rep1	Angpt1_18mo_6A
yr1.5	96-well	PDC	Angpt1	Evi1-GFPpos	Rep1	Angpt1_18mo_6B
yr1.5	96-well	PDC	Angpt1	Evi1-GFPpos	Rep1	Angpt1_18mo_7A
yr1.5	96-well	PDC	Angpt1	Evi1-GFPpos	Rep1	Angpt1_18mo_7B
yr1.5	96-well	PDC	Angpt1	Evi1-GFPpos	Rep1	Angpt1_18mo_8A
yr1.5	96-well	PDC	Angpt1	Evi1-GFPpos	Rep1	Angpt1_18mo_8B
yr1.5	96-well	PDC	Angpt1	Evi1-GFPpos	Rep1	Angpt1_18mo_9A
yr1.5	96-well	PDC	Angpt1	Evi1-GFPpos	Rep1	Angpt1_18mo_9B
yr1.5	96-well	PDC	Angpt1	Evi1-GFPpos	Rep2	Angpt1_18mo_49A
yr1.5	96-well	PDC	Angpt1	Evi1-GFPpos	Rep2	Angpt1_18mo_49B
yr1.5	96-well	PDC	Angpt1	Evi1-GFPpos	Rep2	Angpt1_18mo_50A
yr1.5	96-well	PDC	Angpt1	Evi1-GFPpos	Rep2	Angpt1_18mo_50B
yr1.5	96-well	PDC	Angpt1	Evi1-GFPpos	Rep2	Angpt1_18mo_51A
yr1.5	96-well	PDC	Angpt1	Evi1-GFPpos	Rep2	Angpt1_18mo_51B
yr1.5	96-well	PDC	Angpt1	Evi1-GFPpos	Rep2	Angpt1_18mo_52A
yr1.5	96-well	PDC	Angpt1	Evi1-GFPpos	Rep2	Angpt1_18mo_52B
yr1.5	96-well	PDC	Angpt1	Evi1-GFPpos	Rep2	Angpt1_18mo_53A
yr1.5	96-well	PDC	Angpt1	Evi1-GFPpos	Rep2	Angpt1_18mo_53B
yr1.5	96-well	PDC	Angpt1	Evi1-GFPpos	Rep2	Angpt1_18mo_54A
yr1.5	96-well	PDC	Angpt1	Evi1-GFPpos	Rep2	Angpt1_18mo_54B
yr1.5	96-well	PDC	Angpt1	Evi1-GFPpos	Rep2	Angpt1_18mo_55A
yr1.5	96-well	PDC	Angpt1	Evi1-GFPpos	Rep2	Angpt1_18mo_55B
yr1.5	96-well	PDC	Angpt1	Evi1-GFPpos	Rep2	Angpt1_18mo_56A
yr1.5	96-well	PDC	Angpt1	Evi1-GFPpos	Rep2	Angpt1_18mo_56B
yr1.5	96-well	PDC	Angpt1	Evi1-GFPpos	Rep2	Angpt1_18mo_57A
yr1.5	96-well	PDC	Angpt1	Evi1-GFPpos	Rep2	Angpt1_18mo_57B
yr1.5	96-well	PDC	Angpt1	Evi1-GFPpos	Rep2	Angpt1_18mo_58A
yr1.5	96-well	PDC	Angpt1	Evi1-GFPpos	Rep2	Angpt1_18mo_58B
yr1.5	96-well	PDC	Angpt1	Evi1-GFPpos	Rep2	Angpt1_18mo_59A
yr1.5	96-well	PDC	Angpt1	Evi1-GFPpos	Rep2	Angpt1_18mo_59B
yr1.5	96-well	PDC	Angpt1	Evi1-GFPpos	Rep2	Angpt1_18mo_60A
yr1.5	96-well	PDC	Angpt1	Evi1-GFPpos	Rep2	Angpt1_18mo_60B
yr1.5	96-well	PDC	Angpt1	Evi1-GFPpos	Rep2	Angpt1_18mo_61A
yr1.5	96-well	PDC	Angpt1	Evi1-GFPpos	Rep2	Angpt1_18mo_61B
yr1.5	96-well	PDC	Angpt1	Evi1-GFPpos	Rep2	Angpt1_18mo_62A
yr1.5	96-well	PDC	Angpt1	Evi1-GFPpos	Rep2	Angpt1_18mo_62B
yr1.5	96-well	PDC	Angpt1	Evi1-GFPpos	Rep2	Angpt1_18mo_63A
yr1.5	96-well	PDC	Angpt1	Evi1-GFPpos	Rep2	Angpt1_18mo_63B
yr1.5	96-well	PDC	Angpt1	Evi1-GFPpos	Rep2	Angpt1_18mo_64A
yr1.5	96-well	PDC	Angpt1	Evi1-GFPpos	Rep2	Angpt1_18mo_64B
yr1.5	96-well	PDC	Angpt1	Evi1-GFPpos	Rep2	Angpt1_18mo_65A
yr1.5	96-well	PDC	Angpt1	Evi1-GFPpos	Rep2	Angpt1_18mo_65B
yr1.5	96-well	PDC	Angpt1	Evi1-GFPpos	Rep2	Angpt1_18mo_66A
yr1.5	96-well	PDC	Angpt1	Evi1-GFPpos	Rep2	Angpt1_18mo_66B
yr1.5	96-well	PDC	Angpt1	Evi1-GFPpos	Rep2	Angpt1_18mo_67A
yr1.5	96-well	PDC	Angpt1	Evi1-GFPpos	Rep2	Angpt1_18mo_67B
yr1.5	96-well	PDC	Angpt1	Evi1-GFPpos	Rep2	Angpt1_18mo_68A
yr1.5	96-well	PDC	Angpt1	Evi1-GFPpos	Rep2	Angpt1_18mo_68B
yr1.5	96-well	PDC	Angpt1	Evi1-GFPpos	Rep2	Angpt1_18mo_69A
yr1.5	96-well	PDC	Angpt1	Evi1-GFPpos	Rep2	Angpt1_18mo_69B
yr1.5	96-well	PDC	Angpt1	Evi1-GFPpos	Rep2	Angpt1_18mo_70A
yr1.5	96-well	PDC	Angpt1	Evi1-GFPpos	Rep2	Angpt1_18mo_70B
yr1.5	96-well	PDC	Angpt1	Evi1-GFPpos	Rep2	Angpt1_18mo_71A
yr1.5	96-well	PDC	Angpt1	Evi1-GFPpos	Rep2	Angpt1_18mo_71B
yr1.5	96-well	PDC	Angpt1	Evi1-GFPpos	Rep2	Angpt1_18mo_72A
yr1.5	96-well	PDC	Angpt1	Evi1-GFPpos	Rep2	Angpt1_18mo_72B
yr1.5	96-well	PDC	Angpt1	Evi1-GFPpos	Rep2	Angpt1_18mo_73A
yr1.5	96-well	PDC	Angpt1	Evi1-GFPpos	Rep2	Angpt1_18mo_73B
yr1.5	96-well	PDC	Angpt1	Evi1-GFPpos	Rep2	Angpt1_18mo_74A
yr1.5	96-well	PDC	Angpt1	Evi1-GFPpos	Rep2	Angpt1_18mo_74B
yr1.5	96-well	PDC	Angpt1	Evi1-GFPpos	Rep2	Angpt1_18mo_75A
yr1.5	96-well	PDC	Angpt1	Evi1-GFPpos	Rep2	Angpt1_18mo_75B
yr1.5	96-well	PDC	Angpt1	Evi1-GFPpos	Rep2	Angpt1_18mo_76A
yr1.5	96-well	PDC	Angpt1	Evi1-GFPpos	Rep2	Angpt1_18mo_76B
yr1.5	96-well	PDC	Angpt1	Evi1-GFPpos	Rep2	Angpt1_18mo_77A
yr1.5	96-well	PDC	Angpt1	Evi1-GFPpos	Rep2	Angpt1_18mo_77B
yr1.5	96-well	PDC	Angpt1	Evi1-GFPpos	Rep2	Angpt1_18mo_78A
yr1.5	96-well	PDC	Angpt1	Evi1-GFPpos	Rep2	Angpt1_18mo_78B
yr1.5	96-well	PDC	Angpt1	Evi1-GFPpos	Rep2	Angpt1_18mo_79A
yr1.5	96-well	PDC	Angpt1	Evi1-GFPpos	Rep2	Angpt1_18mo_79B
yr1.5	96-well	PDC	Angpt1	Evi1-GFPpos	Rep2	Angpt1_18mo_80A
yr1.5	96-well	PDC	Angpt1	Evi1-GFPpos	Rep2	Angpt1_18mo_80B
yr1.5	96-well	PDC	Angpt1	Evi1-GFPpos	Rep2	Angpt1_18mo_81A
yr1.5	96-well	PDC	Angpt1	Evi1-GFPpos	Rep2	Angpt1_18mo_81B
yr1.5	96-well	PDC	Angpt1	Evi1-GFPpos	Rep2	Angpt1_18mo_82A
yr1.5	96-well	PDC	Angpt1	Evi1-GFPpos	Rep2	Angpt1_18mo_82B
yr1.5	96-well	PDC	Angpt1	Evi1-GFPpos	Rep2	Angpt1_18mo_83A
yr1.5	96-well	PDC	Angpt1	Evi1-GFPpos	Rep2	Angpt1_18mo_83B
yr1.5	96-well	PDC	Angpt1	Evi1-GFPpos	Rep2	Angpt1_18mo_84A
yr1.5	96-well	PDC	Angpt1	Evi1-GFPpos	Rep2	Angpt1_18mo_84B
yr1.5	96-well	PDC	Angpt1	Evi1-GFPpos	Rep2	Angpt1_18mo_85A
yr1.5	96-well	PDC	Angpt1	Evi1-GFPpos	Rep2	Angpt1_18mo_85B
yr1.5	96-well	PDC	Angpt1	Evi1-GFPpos	Rep2	Angpt1_18mo_86A
yr1.5	96-well	PDC	Angpt1	Evi1-GFPpos	Rep2	Angpt1_18mo_86B
yr1.5	96-well	PDC	Angpt1	Evi1-GFPpos	Rep2	Angpt1_18mo_87A
yr1.5	96-well	PDC	Angpt1	Evi1-GFPpos	Rep2	Angpt1_18mo_87B
yr1.5	96-well	PDC	Angpt1	Evi1-GFPpos	Rep2	Angpt1_18mo_88A
yr1.5	96-well	PDC	Angpt1	Evi1-GFPpos	Rep2	Angpt1_18mo_88B
yr1.5	96-well	PDC	Angpt1	Evi1-GFPpos	Rep2	Angpt1_18mo_89A
yr1.5	96-well	PDC	Angpt1	Evi1-GFPpos	Rep2	Angpt1_18mo_89B
yr1.5	96-well	PDC	Angpt1	Evi1-GFPpos	Rep2	Angpt1_18mo_90A
yr1.5	96-well	PDC	Angpt1	Evi1-GFPpos	Rep2	Angpt1_18mo_90B
yr1.5	96-well	PDC	Angpt1	Evi1-GFPpos	Rep2	Angpt1_18mo_91A
yr1.5	96-well	PDC	Angpt1	Evi1-GFPpos	Rep2	Angpt1_18mo_91B
yr1.5	96-well	PDC	Angpt1	Evi1-GFPpos	Rep2	Angpt1_18mo_92A
yr1.5	96-well	PDC	Angpt1	Evi1-GFPpos	Rep2	Angpt1_18mo_92B
yr1.5	96-well	PDC	Angpt1	Evi1-GFPpos	Rep2	Angpt1_18mo_93A
yr1.5	96-well	PDC	Angpt1	Evi1-GFPpos	Rep2	Angpt1_18mo_93B
yr1.5	96-well	PDC	Angpt1	Evi1-GFPpos	Rep2	Angpt1_18mo_94A
yr1.5	96-well	PDC	Angpt1	Evi1-GFPpos	Rep2	Angpt1_18mo_94B
yr1.5	96-well	PDC	Angpt1	Evi1-GFPpos	Rep2	Angpt1_18mo_95A
yr1.5	96-well	PDC	Angpt1	Evi1-GFPpos	Rep2	Angpt1_18mo_95B
yr1.5	96-well	PDC	Angpt1	Evi1-GFPpos	Rep2	Angpt1_18mo_96A
yr1.5	96-well	PDC	Angpt1	Evi1-GFPpos	Rep2	Angpt1_18mo_96B
yr1.5	96-well	PDC	Angpt1	Evi1-GFPpos	Rep3	Angpt1_18mo_100A
yr1.5	96-well	PDC	Angpt1	Evi1-GFPpos	Rep3	Angpt1_18mo_100B
yr1.5	96-well	PDC	Angpt1	Evi1-GFPpos	Rep3	Angpt1_18mo_101A
yr1.5	96-well	PDC	Angpt1	Evi1-GFPpos	Rep3	Angpt1_18mo_101B
yr1.5	96-well	PDC	Angpt1	Evi1-GFPpos	Rep3	Angpt1_18mo_102A
yr1.5	96-well	PDC	Angpt1	Evi1-GFPpos	Rep3	Angpt1_18mo_102B
yr1.5	96-well	PDC	Angpt1	Evi1-GFPpos	Rep3	Angpt1_18mo_103A
yr1.5	96-well	PDC	Angpt1	Evi1-GFPpos	Rep3	Angpt1_18mo_103B
yr1.5	96-well	PDC	Angpt1	Evi1-GFPpos	Rep3	Angpt1_18mo_104A
yr1.5	96-well	PDC	Angpt1	Evi1-GFPpos	Rep3	Angpt1_18mo_104B
yr1.5	96-well	PDC	Angpt1	Evi1-GFPpos	Rep3	Angpt1_18mo_105A
yr1.5	96-well	PDC	Angpt1	Evi1-GFPpos	Rep3	Angpt1_18mo_105B
yr1.5	96-well	PDC	Angpt1	Evi1-GFPpos	Rep3	Angpt1_18mo_106A
yr1.5	96-well	PDC	Angpt1	Evi1-GFPpos	Rep3	Angpt1_18mo_106B
yr1.5	96-well	PDC	Angpt1	Evi1-GFPpos	Rep3	Angpt1_18mo_107A
yr1.5	96-well	PDC	Angpt1	Evi1-GFPpos	Rep3	Angpt1_18mo_107B
yr1.5	96-well	PDC	Angpt1	Evi1-GFPpos	Rep3	Angpt1_18mo_108A
yr1.5	96-well	PDC	Angpt1	Evi1-GFPpos	Rep3	Angpt1_18mo_108B
yr1.5	96-well	PDC	Angpt1	Evi1-GFPpos	Rep3	Angpt1_18mo_109A
yr1.5	96-well	PDC	Angpt1	Evi1-GFPpos	Rep3	Angpt1_18mo_109B
yr1.5	96-well	PDC	Angpt1	Evi1-GFPpos	Rep3	Angpt1_18mo_110A
yr1.5	96-well	PDC	Angpt1	Evi1-GFPpos	Rep3	Angpt1_18mo_110B
yr1.5	96-well	PDC	Angpt1	Evi1-GFPpos	Rep3	Angpt1_18mo_111A
yr1.5	96-well	PDC	Angpt1	Evi1-GFPpos	Rep3	Angpt1_18mo_111B
yr1.5	96-well	PDC	Angpt1	Evi1-GFPpos	Rep3	Angpt1_18mo_112A
yr1.5	96-well	PDC	Angpt1	Evi1-GFPpos	Rep3	Angpt1_18mo_112B
yr1.5	96-well	PDC	Angpt1	Evi1-GFPpos	Rep3	Angpt1_18mo_113A
yr1.5	96-well	PDC	Angpt1	Evi1-GFPpos	Rep3	Angpt1_18mo_113B
yr1.5	96-well	PDC	Angpt1	Evi1-GFPpos	Rep3	Angpt1_18mo_114A
yr1.5	96-well	PDC	Angpt1	Evi1-GFPpos	Rep3	Angpt1_18mo_114B
yr1.5	96-well	PDC	Angpt1	Evi1-GFPpos	Rep3	Angpt1_18mo_115A
yr1.5	96-well	PDC	Angpt1	Evi1-GFPpos	Rep3	Angpt1_18mo_115B
yr1.5	96-well	PDC	Angpt1	Evi1-GFPpos	Rep3	Angpt1_18mo_116A
yr1.5	96-well	PDC	Angpt1	Evi1-GFPpos	Rep3	Angpt1_18mo_116B
yr1.5	96-well	PDC	Angpt1	Evi1-GFPpos	Rep3	Angpt1_18mo_117A
yr1.5	96-well	PDC	Angpt1	Evi1-GFPpos	Rep3	Angpt1_18mo_117B
yr1.5	96-well	PDC	Angpt1	Evi1-GFPpos	Rep3	Angpt1_18mo_118A
yr1.5	96-well	PDC	Angpt1	Evi1-GFPpos	Rep3	Angpt1_18mo_118B
yr1.5	96-well	PDC	Angpt1	Evi1-GFPpos	Rep3	Angpt1_18mo_119A
yr1.5	96-well	PDC	Angpt1	Evi1-GFPpos	Rep3	Angpt1_18mo_119B
yr1.5	96-well	PDC	Angpt1	Evi1-GFPpos	Rep3	Angpt1_18mo_120A
yr1.5	96-well	PDC	Angpt1	Evi1-GFPpos	Rep3	Angpt1_18mo_120B
yr1.5	96-well	PDC	Angpt1	Evi1-GFPpos	Rep3	Angpt1_18mo_121A
yr1.5	96-well	PDC	Angpt1	Evi1-GFPpos	Rep3	Angpt1_18mo_121B
yr1.5	96-well	PDC	Angpt1	Evi1-GFPpos	Rep3	Angpt1_18mo_122A
yr1.5	96-well	PDC	Angpt1	Evi1-GFPpos	Rep3	Angpt1_18mo_122B
yr1.5	96-well	PDC	Angpt1	Evi1-GFPpos	Rep3	Angpt1_18mo_123A
yr1.5	96-well	PDC	Angpt1	Evi1-GFPpos	Rep3	Angpt1_18mo_123B
yr1.5	96-well	PDC	Angpt1	Evi1-GFPpos	Rep3	Angpt1_18mo_124A
yr1.5	96-well	PDC	Angpt1	Evi1-GFPpos	Rep3	Angpt1_18mo_124B
yr1.5	96-well	PDC	Angpt1	Evi1-GFPpos	Rep3	Angpt1_18mo_125A
yr1.5	96-well	PDC	Angpt1	Evi1-GFPpos	Rep3	Angpt1_18mo_125B
